LL,PL,PI,Sat_Unit_Wt_kN_m3,Phi_deg,Cu_kPa,Mv_50kPa,Mv_100kPa,Mv_200kPa,Cv_50kPa,Cv_100kPa,Cv_200kPa,SPT_Resistance_kPa,Grain_2.36mm,Grain_0.425mm,Grain_0.075mm,Source_File,SPT_BlowCount_N,Moisture_Content,Mv_400kPa,Cv_400kPa,CPT_MPa,Grain_2.00mm,Grain_4.75mm,Grain_4.25um,Grain_2um,Fines_Content,Sand_Fraction,Gravel_Fraction,Clay_Fraction,Silt_Fraction,Liquidity_Index,Consistency_Index,Plasticity_Ratio,LL_over_PL
33.2,21.8,11.4,17.854200000000002,12.0,30.5,0.28,,,0.67,,,,,72.0,32.0,geotechnical_data_8.xlsx,,,0.46,0.84,,100.0,,,,32.0,68.0,0.0,,,,,0.3433734939759036,1.5229357798165137
29.5,17.5,12.0,18.148500000000002,12.0,32.7,0.34,,,0.7,,,,,69.0,34.0,geotechnical_data_8.xlsx,,,0.51,0.86,,100.0,,,,34.0,66.0,0.0,,,,,0.4067796610169492,1.6857142857142857
18.4,8.8,9.6,16.5789,12.0,34.8,0.34,,,0.73,,,,,62.0,25.0,geotechnical_data_8.xlsx,,,0.42,0.92,,98.2,,,,25.0,73.2,1.7999999999999972,,,,,0.5217391304347826,2.0909090909090904
18.6,8.4,10.2,16.775100000000002,12.0,35.6,0.38,,,0.8,,,,,64.0,23.0,geotechnical_data_8.xlsx,,,0.46,0.95,,99.0,,,,23.0,76.0,1.0,,,,,0.5483870967741935,2.2142857142857144
20.1,9.3,10.8,16.9713,12.0,36.4,0.42,,,0.84,,,,,65.0,30.0,geotechnical_data_8.xlsx,,,0.52,0.99,,100.0,,,,30.0,70.0,0.0,,,,,0.5373134328358209,2.161290322580645
34.5,23.1,11.4,13.9302,4.0,42.3,0.71,,,1.21,,,,,67.0,41.0,geotechnical_data_8.xlsx,,,0.82,1.76,,100.0,,,,41.0,59.0,0.0,,,,,0.3304347826086957,1.4935064935064934
36.2,22.4,13.8,14.2245,4.0,41.8,0.94,,,1.31,,,,,70.0,38.0,geotechnical_data_8.xlsx,,,1.25,2.0,,100.0,,,,38.0,62.0,0.0,,,,,0.38121546961325964,1.6160714285714288
17.4,9.0,8.4,16.677,12.0,31.6,0.38,,,0.75,,,,,60.0,24.0,geotechnical_data_8.xlsx,,,0.42,0.96,,98.1,,,,24.0,74.1,1.9000000000000057,,,,,0.48275862068965525,1.9333333333333331
15.1,5.9,9.2,17.0694,12.0,32.1,0.49,,,0.89,,,,,64.0,29.0,geotechnical_data_8.xlsx,,,0.57,1.0,,99.1,,,,29.0,70.1,0.9000000000000057,,,,,0.609271523178808,2.559322033898305
42.5,24.5,18.0,13.537799999999999,4.0,62.4,0.65,,,1.2,,,,,70.0,42.0,geotechnical_data_8.xlsx,,,0.78,1.46,,100.0,,,,42.0,58.0,0.0,,,,,0.4235294117647059,1.7346938775510203
43.4,24.2,19.2,13.6359,4.0,61.6,0.7,,,1.2,,,,,70.0,43.0,geotechnical_data_8.xlsx,,,0.82,1.56,,100.0,,,,43.0,57.0,0.0,,,,,0.44239631336405527,1.7933884297520661
45.6,21.2,24.4,13.8321,4.0,62.2,0.75,,,1.25,,,,,75.0,46.0,geotechnical_data_8.xlsx,,,0.88,1.69,,100.0,,,,46.0,54.0,0.0,,,,,0.5350877192982456,2.150943396226415
18.2,12.8,5.4,18.148500000000002,15.0,25.1,0.21,,,0.64,,,,,62.0,28.0,geotechnical_data_8.xlsx,,,0.42,0.75,,98.1,,,,28.0,70.1,1.9000000000000057,,,,,0.29670329670329676,1.4218749999999998
16.8,12.6,4.2,18.2466,15.0,24.9,0.35,,,0.72,,,,,65.0,31.0,geotechnical_data_8.xlsx,,,0.51,0.84,,97.6,,,,31.0,66.6,2.4000000000000057,,,,,0.25,1.3333333333333335
43.2,26.8,16.4,13.9302,4.0,38.4,0.65,,,0.84,,,,,72.0,42.0,geotechnical_data_8.xlsx,,,0.78,1.24,,100.0,,,,42.0,58.0,0.0,,,,,0.3796296296296296,1.6119402985074627
23.7,15.3,8.4,13.537799999999999,2.0,25.6,0.69,,,0.89,,,,,70.0,41.0,geotechnical_data_8.xlsx,,,0.79,1.36,,100.0,,,,41.0,59.0,0.0,,,,,0.35443037974683544,1.549019607843137
18.2,7.0,11.2,18.050400000000003,12.0,32.1,0.38,,,0.72,,,,,65.0,34.0,geotechnical_data_8.xlsx,,,0.52,0.86,,100.0,,,,34.0,66.0,0.0,,,,,0.6153846153846154,2.6
17.7,6.1,11.6,18.050400000000003,12.0,33.6,0.42,,,0.78,,,,,64.0,32.0,geotechnical_data_8.xlsx,,,0.62,0.88,,100.0,,,,32.0,68.0,0.0,,,,,0.655367231638418,2.901639344262295
16.2,3.7,12.5,18.2466,12.0,34.6,0.45,,,0.84,,,,,62.0,31.0,geotechnical_data_8.xlsx,,,0.67,0.92,,98.0,,,,31.0,67.0,2.0,,,,,0.7716049382716049,4.378378378378378
15.1,4.6,10.5,18.344700000000003,12.0,0.0,0.52,,,0.62,,,,,62.0,32.0,geotechnical_data_8.xlsx,,,0.45,0.84,,100.0,,,,32.0,68.0,0.0,,,,,0.695364238410596,3.2826086956521743
14.9,3.9,11.0,18.5409,15.0,0.0,0.4,,,0.78,,,,,64.0,30.0,geotechnical_data_8.xlsx,,,0.51,0.92,,98.0,,,,30.0,68.0,2.0,,,,,0.7382550335570469,3.8205128205128207
28.4,12.0,16.4,15.107400000000002,4.0,43.4,0.51,,,0.82,,,,,65.0,38.0,geotechnical_data_8.xlsx,,,0.64,1.25,,100.0,,,,38.0,62.0,0.0,,,,,0.5774647887323944,2.3666666666666667
26.5,9.5,17.0,14.715,4.0,45.9,0.62,,,0.96,,,,,71.0,42.0,geotechnical_data_8.xlsx,,,0.74,1.36,,100.0,,,,42.0,58.0,0.0,,,,,0.6415094339622641,2.789473684210526
22.6,10.2,12.4,17.854200000000002,10.0,36.4,0.35,,,0.66,,,,,66.0,30.0,geotechnical_data_8.xlsx,,,0.48,0.89,,100.0,,,,30.0,70.0,0.0,,,,,0.5486725663716814,2.215686274509804
26.5,14.4,12.1,17.9523,10.0,35.1,0.4,,,0.72,,,,,62.0,28.0,geotechnical_data_8.xlsx,,,0.54,0.84,,100.0,,,,28.0,72.0,0.0,,,,,0.45660377358490567,1.8402777777777777
30.1,16.3,13.8,15.107400000000002,4.0,40.1,0.42,,,0.84,,,,,76.0,42.0,geotechnical_data_8.xlsx,,,0.69,1.12,,100.0,,,,42.0,58.0,0.0,,,,,0.4584717607973422,1.8466257668711656
20.1,10.5,9.6,18.8352,10.0,24.0,0.39,,,0.64,,,,,62.0,33.0,geotechnical_data_8.xlsx,,,0.46,0.73,,100.0,,,,33.0,67.0,0.0,,,,,0.4776119402985074,1.9142857142857144
37.2,26.0,11.2,18.050400000000003,12.0,36.8,0.42,,,0.75,,,,,76.0,38.0,geotechnical_data_8.xlsx,,,0.62,0.89,,100.0,,,,38.0,62.0,0.0,,,,,0.30107526881720426,1.4307692307692308
31.1,18.5,12.6,18.2466,10.0,30.1,0.35,,,0.56,,,,,74.0,34.0,geotechnical_data_8.xlsx,,,0.47,0.67,,100.0,,,,34.0,66.0,0.0,,,,,0.405144694533762,1.6810810810810812
24.1,14.5,9.6,17.854200000000002,12.0,32.4,0.28,,,0.52,,,,,65.0,34.0,geotechnical_data_8.xlsx,,,0.39,0.71,,100.0,,,,34.0,66.0,0.0,,,,,0.3983402489626556,1.6620689655172414
22.1,12.9,9.2,17.9523,15.0,33.0,0.34,,,0.61,,,,,67.0,33.0,geotechnical_data_8.xlsx,,,0.48,0.8,,99.0,,,,33.0,66.0,1.0,,,,,0.41628959276018096,1.7131782945736436
32.8,18.2,14.6,14.5188,4.0,25.4,0.46,,,0.86,,,,,78.0,46.0,geotechnical_data_8.xlsx,,,0.67,1.18,,100.0,,,,46.0,54.0,0.0,,,,,0.4451219512195122,1.802197802197802
23.4,13.8,9.6,17.6,10.0,45.2,0.58,,,0.74,,,,,45.0,28.0,geotechnical_data_9.xlsx,,,0.68,0.84,,,75.0,,14.0,28.0,,,14.0,14.0,,,0.41025641025641024,1.6956521739130432
24.2,14.4,9.8,17.9,12.0,47.6,0.6,,,0.81,,,,,36.0,19.0,geotechnical_data_9.xlsx,,,0.72,0.89,,,60.0,,5.0,19.0,,,5.0,14.0,,,0.40495867768595045,1.6805555555555554
22.4,14.0,8.4,18.4,14.0,65.0,0.45,,,0.64,,,,,42.0,20.0,geotechnical_data_9.xlsx,23.0,,0.52,0.72,,,64.0,,8.0,20.0,,,8.0,12.0,,,0.37500000000000006,1.5999999999999999
22.6,14.0,8.6,18.2,16.0,72.0,0.49,,,0.71,,,,,35.0,15.0,geotechnical_data_9.xlsx,,,0.56,0.78,,,53.0,,5.0,15.0,,,5.0,10.0,,,0.3805309734513274,1.6142857142857143
25.2,14.8,10.4,16.4,8.0,52.5,0.62,,,0.87,,,,,67.0,45.0,geotechnical_data_9.xlsx,,,0.73,0.95,,,92.0,,16.0,45.0,,,16.0,29.0,,,0.41269841269841273,1.7027027027027026
25.5,14.7,10.8,16.8,8.0,54.3,0.67,,,0.92,,,,,52.0,32.0,geotechnical_data_9.xlsx,,,0.77,0.98,,,85.0,,7.0,32.0,,,7.0,25.0,,,0.42352941176470593,1.7346938775510206
28.3,16.8,11.5,15.4,6.0,61.4,0.78,,,0.96,,,,,75.0,40.0,geotechnical_data_9.xlsx,,,0.87,1.05,,,100.0,,18.0,40.0,,,18.0,22.0,,,0.40636042402826855,1.6845238095238095
38.4,26.0,12.4,,4.0,56.8,1.2,,,1.05,,,,,96.0,70.0,geotechnical_data_9.xlsx,,,1.48,1.24,,,100.0,,25.0,70.0,,,25.0,45.0,,,0.3229166666666667,1.4769230769230768
39.4,26.8,12.6,,6.0,62.8,1.25,,,1.1,,,,,94.0,65.0,geotechnical_data_9.xlsx,,,1.5,1.35,,,98.0,,15.0,65.0,,,15.0,50.0,,,0.3197969543147208,1.4701492537313432
28.4,17.8,10.6,18.3,15.0,36.0,0.87,,,0.97,,,,,42.0,30.0,geotechnical_data_9.xlsx,,,0.9,1.08,,,72.0,,10.0,30.0,,,10.0,20.0,,,0.3732394366197183,1.595505617977528
38.4,26.0,12.4,16.8,4.0,59.6,0.57,,,0.85,,,,,96.0,70.0,geotechnical_data_9.xlsx,,,0.78,1.05,,,100.0,,25.0,70.0,,,25.0,45.0,,,0.3229166666666667,1.4769230769230768
39.4,26.8,12.6,16.8,6.0,62.8,0.62,,,0.94,,,,,94.0,65.0,geotechnical_data_9.xlsx,,,0.83,1.1,,,98.0,,15.0,65.0,,,15.0,50.0,,,0.3197969543147208,1.4701492537313432
28.4,20.9,7.5,18.3,12.0,30.4,0.25,,,0.64,,,,,42.0,30.0,geotechnical_data_9.xlsx,10.0,,0.45,0.76,,,72.0,,10.0,30.0,,,10.0,20.0,,,0.26408450704225356,1.3588516746411483
18.4,11.1,7.3,18.5,15.0,30.8,0.32,,,0.71,,,,,38.0,25.0,geotechnical_data_9.xlsx,,,0.53,0.81,,,68.0,,8.0,25.0,,,8.0,17.0,,,0.39673913043478265,1.6576576576576576
15.2,10.9,4.3,19.4,17.0,0.0,0.51,,,0.29,,,,,78.4,28.4,geotechnical_data_9.xlsx,,,0.18,0.34,,99.5,,,,28.4,71.1,0.5,,,,,0.28289473684210525,1.3944954128440366
17.8,12.6,5.2,19.3,17.0,0.0,0.17,,,0.31,,,,,75.2,27.6,geotechnical_data_9.xlsx,,,0.28,0.39,,99.3,,,,27.6,71.69999999999999,0.7000000000000028,,,,,0.29213483146067415,1.4126984126984128
