LL,PL,PI,Sat_Unit_Wt_kN_m3,Phi_deg,Cu_kPa,Mv_50kPa,Mv_100kPa,Mv_200kPa,Cv_50kPa,Cv_100kPa,Cv_200kPa,SPT_kPa,Grain_2.36mm,Grain_0.425mm,Grain_0.075mm,Source_File,Wn_%,Mv_400kPa,Cv_400kPa,SPT_N,CPT_MPa,Grain_2.00mm,Mv_50kPa (m²/MN)x10⁻⁴,Mv_400kPa (m²/MN)x10⁻⁴,Cv_50kPa (m²/yr),Cv_400kPa (m²/yr),Grain_2.00mm (%),Grain_0.425mm (%),Grain_0.075mm (%),Grain_4.75mm,Grain_75um,Grain_4.25um,Grain_2um,is_plastic,LI,qc_est
22.9,9.9,13.0,1.83,12.0,35.8,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.38,0.49,0.6,0.82,100.0,82.0,35.0,,,,,1,,
18.1,8.3,9.8,1.92,15.0,25.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.21,0.39,0.51,0.61,99.0,70.0,18.0,,,,,1,,
17.4,9.0,8.4,1.95,15.0,25.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.24,0.42,0.56,0.67,100.0,65.0,21.0,,,,,1,,
33.2,21.8,11.4,1.82,12.0,30.5,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.28,0.46,0.67,0.84,100.0,72.0,32.0,,,,,1,,
29.5,17.5,12.0,1.85,12.0,32.7,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.34,0.51,0.7,0.86,100.0,69.0,34.0,,,,,1,,
18.4,8.8,9.6,1.69,12.0,34.8,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.34,0.42,0.73,0.92,98.2,62.0,25.0,,,,,1,,
18.6,8.4,10.2,1.71,12.0,35.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.38,0.46,0.8,0.95,99.0,64.0,23.0,,,,,1,,
20.1,9.3,10.8,1.73,12.0,36.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.42,0.52,0.84,0.99,100.0,65.0,30.0,,,,,1,,
34.5,23.1,11.4,1.42,4.0,42.3,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.71,0.82,1.21,1.76,100.0,67.0,41.0,,,,,1,,
36.2,22.4,13.8,1.45,4.0,41.8,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.94,1.25,1.31,2.0,100.0,70.0,38.0,,,,,1,,
17.4,9.0,8.4,1.7,12.0,31.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.38,0.42,0.75,0.96,98.1,60.0,24.0,,,,,1,,
15.1,5.9,9.2,1.74,12.0,32.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.49,0.57,0.89,1.0,99.1,64.0,29.0,,,,,1,,
42.5,24.5,18.0,1.38,4.0,62.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.65,0.78,1.2,1.46,100.0,70.0,42.0,,,,,1,,
43.4,24.2,19.2,1.39,4.0,61.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.7,0.82,1.2,1.56,100.0,70.0,43.0,,,,,1,,
45.6,21.2,24.4,1.41,4.0,62.2,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.75,0.88,1.25,1.69,100.0,75.0,46.0,,,,,1,,
18.2,12.8,5.4,1.85,15.0,25.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.21,0.42,0.64,0.75,98.1,62.0,28.0,,,,,1,,
16.8,12.6,4.2,1.86,15.0,24.9,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.35,0.51,0.72,0.84,97.6,65.0,31.0,,,,,1,,
43.2,26.8,16.4,1.42,4.0,38.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.65,0.78,0.84,1.24,100.0,72.0,42.0,,,,,1,,
23.7,15.3,8.4,1.38,2.0,25.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.69,0.79,0.89,1.36,100.0,70.0,41.0,,,,,1,,
18.2,7.0,11.2,1.84,12.0,32.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.38,0.52,0.72,0.86,100.0,65.0,34.0,,,,,1,,
17.7,6.1,11.6,1.84,12.0,33.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.42,0.62,0.78,0.88,100.0,64.0,32.0,,,,,1,,
16.2,3.7,12.5,1.86,12.0,34.6,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.45,0.67,0.84,0.92,98.0,62.0,31.0,,,,,1,,
15.1,4.6,10.5,1.87,12.0,0.0,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.52,0.45,0.62,0.84,100.0,62.0,32.0,,,,,1,,
14.9,3.9,11.0,1.89,15.0,0.0,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.4,0.51,0.78,0.92,98.0,64.0,30.0,,,,,1,,
28.4,12.0,16.4,1.54,4.0,43.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.51,0.64,0.82,1.25,100.0,65.0,38.0,,,,,1,,
26.5,9.5,17.0,1.5,4.0,45.9,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.62,0.74,0.96,1.36,100.0,71.0,42.0,,,,,1,,
22.6,10.2,12.4,1.82,10.0,36.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.35,0.48,0.66,0.89,100.0,66.0,30.0,,,,,1,,
26.5,14.4,12.1,1.83,10.0,35.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.4,0.54,0.72,0.84,100.0,62.0,28.0,,,,,1,,
30.1,16.3,13.8,1.54,4.0,40.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.42,0.69,0.84,1.12,100.0,76.0,42.0,,,,,1,,
20.1,10.5,9.6,1.92,10.0,24.0,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.39,0.46,0.64,0.73,100.0,62.0,33.0,,,,,1,,
37.2,26.0,11.2,1.84,12.0,36.8,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.42,0.62,0.75,0.89,100.0,76.0,38.0,,,,,1,,
31.1,18.5,12.6,1.86,10.0,30.1,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.35,0.47,0.56,0.67,100.0,74.0,34.0,,,,,1,,
24.1,14.5,9.6,1.82,12.0,32.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.28,0.39,0.52,0.71,100.0,65.0,34.0,,,,,1,,
22.1,12.9,9.2,1.83,15.0,33.0,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.34,0.48,0.61,0.8,99.0,67.0,33.0,,,,,1,,
32.8,18.2,14.6,1.48,4.0,25.4,,,,,,,,,,,geotechnical_data_8.xlsx,,,,,,,0.46,0.67,0.86,1.18,100.0,78.0,46.0,,,,,1,,
23.4,13.8,9.6,17.6,10.0,45.2,0.58,,,0.74,,,,,45.0,,geotechnical_data_9.xlsx,,0.68,0.84,,,,,,,,,,,75.0,28.0,,14.0,1,,
24.2,14.4,9.8,17.9,12.0,47.6,0.6,,,0.81,,,,,36.0,,geotechnical_data_9.xlsx,,0.72,0.89,,,,,,,,,,,60.0,19.0,,5.0,1,,
22.4,14.0,8.4,18.4,14.0,65.0,0.45,,,0.64,,,,,42.0,,geotechnical_data_9.xlsx,,0.52,0.72,23.0,,,,,,,,,,64.0,20.0,,8.0,1,,9.200000000000001
22.6,14.0,8.6,18.2,16.0,72.0,0.49,,,0.71,,,,,35.0,,geotechnical_data_9.xlsx,,0.56,0.78,,,,,,,,,,,53.0,15.0,,5.0,1,,
25.2,14.8,10.4,16.4,8.0,52.5,0.62,,,0.87,,,,,67.0,,geotechnical_data_9.xlsx,,0.73,0.95,,,,,,,,,,,92.0,45.0,,16.0,1,,
25.5,14.7,10.8,16.8,8.0,54.3,0.67,,,0.92,,,,,52.0,,geotechnical_data_9.xlsx,,0.77,0.98,,,,,,,,,,,85.0,32.0,,7.0,1,,
28.3,16.8,11.5,15.4,6.0,61.4,0.78,,,0.96,,,,,75.0,,geotechnical_data_9.xlsx,,0.87,1.05,,,,,,,,,,,100.0,40.0,,18.0,1,,
38.4,26.0,12.4,9.6,4.0,56.8,1.2,,,1.05,,,,,96.0,,geotechnical_data_9.xlsx,,1.48,1.24,,,,,,,,,,,100.0,70.0,,25.0,1,,
39.4,26.8,12.6,9.8,6.0,62.8,1.25,,,1.1,,,,,94.0,,geotechnical_data_9.xlsx,,1.5,1.35,,,,,,,,,,,98.0,65.0,,15.0,1,,
28.4,17.8,10.6,18.3,15.0,36.0,0.87,,,0.97,,,,,42.0,,geotechnical_data_9.xlsx,,0.9,1.08,,,,,,,,,,,72.0,30.0,,10.0,1,,
38.4,26.0,12.4,9.6,4.0,56.8,1.2,,,1.05,,,,,96.0,,geotechnical_data_9.xlsx,,1.48,1.24,,,,,,,,,,,100.0,70.0,,25.0,1,,
39.4,26.8,12.6,9.8,6.0,62.8,1.25,,,1.1,,,,,94.0,,geotechnical_data_9.xlsx,,1.5,1.35,,,,,,,,,,,98.0,65.0,,15.0,1,,
28.4,17.8,10.6,18.3,15.0,36.0,0.87,,,0.97,,,,,42.0,,geotechnical_data_9.xlsx,,0.9,1.08,,,,,,,,,,,72.0,30.0,,10.0,1,,
38.4,26.0,12.4,16.8,4.0,59.6,0.57,,,0.85,,,,,96.0,,geotechnical_data_9.xlsx,,0.78,1.05,,,,,,,,,,,100.0,70.0,,25.0,1,,
39.4,26.8,12.6,16.8,6.0,62.8,0.62,,,0.94,,,,,94.0,,geotechnical_data_9.xlsx,,0.83,1.1,,,,,,,,,,,98.0,65.0,,15.0,1,,
28.4,20.9,7.5,18.3,12.0,30.4,0.25,,,0.64,,,,,42.0,,geotechnical_data_9.xlsx,,0.45,0.76,10.0,,,,,,,,,,72.0,30.0,,10.0,1,,4.0
18.4,11.1,7.3,18.5,15.0,30.8,0.32,,,0.71,,,,,38.0,,geotechnical_data_9.xlsx,,0.53,0.81,,,,,,,,,,,68.0,25.0,,8.0,1,,
15.2,10.9,4.3,19.4,17.0,0.0,0.51,,,0.29,,,,,78.4,28.4,geotechnical_data_9.xlsx,,0.18,0.34,,,99.5,,,,,,,,,,,,1,,
17.8,12.6,5.2,19.3,17.0,0.0,0.17,,,0.31,,,,,75.2,27.6,geotechnical_data_9.xlsx,,0.28,0.39,,,99.3,,,,,,,,,,,,1,,
15.2,10.9,4.3,19.4,17.0,0.0,0.51,,,0.29,,,,,78.4,28.4,geotechnical_data_9.xlsx,,0.18,0.34,,,99.5,,,,,,,,,,,,1,,
17.8,12.6,5.2,19.3,17.0,0.0,0.17,,,0.31,,,,,75.2,27.6,geotechnical_data_9.xlsx,,0.28,0.39,,,99.3,,,,,,,,,,,,1,,
15.2,10.9,4.3,19.4,17.0,0.0,0.51,,,0.29,,,,,78.4,28.4,geotechnical_data_9.xlsx,,0.18,0.34,,,99.5,,,,,,,,,,,,1,,
17.8,12.6,5.2,19.3,17.0,0.0,0.17,,,0.31,,,,,75.2,27.6,geotechnical_data_9.xlsx,,0.28,0.39,,,99.3,,,,,,,,,,,,1,,
15.2,10.9,4.3,19.4,17.0,0.0,0.51,,,0.29,,,,,78.4,28.4,geotechnical_data_9.xlsx,,0.18,0.34,,,99.5,,,,,,,,,,,,1,,
17.8,12.6,5.2,19.3,17.0,0.0,0.17,,,0.31,,,,,75.2,27.6,geotechnical_data_9.xlsx,,0.28,0.39,,,99.3,,,,,,,,,,,,1,,
